date,close,high,low,open,volume,ret,vol20,vol60,css_7d_exp,css_norm,pos_state,weight,turnover,cost,weight_applied,cost_applied,strat_ret,equity
2023-01-03,76.93000030517578,81.5,76.5999984741211,80.56999969482422,338520,-0.04149017869950289,0.023680901795249447,0.024095618521483755,-1.0616847341896771,-1.2013836401906253,-1,-0.4222812157434845,0.029932836296738874,5.986567259347775e-06,-0.45221405204022336,2.4861927650949523e-06,0.01875995563681007,1.1015855155241625
2023-01-04,72.83999633789062,77.41999816894531,72.7300033569336,77.25,352434,-0.05316526648980113,0.02502676870181878,0.024097468882523575,-1.8687119452966008,-2.0102588140551454,-1,-0.39957215888095315,0.02270905686253133,4.541811372506266e-06,-0.4222812157434845,5.986567259347775e-06,0.02244470680138021,1.1263102794367497
2023-01-05,73.66999816894531,74.91999816894531,72.45999908447266,73.25,300731,0.01139486371202536,0.024040792625723787,0.024117092787971996,-1.358279865323513,-1.4051314666706136,-1,-0.41595966304787896,0.016387504166925804,3.277500833385161e-06,-0.39957215888095315,4.541811372506266e-06,-0.004557612104940711,1.1211769940732697
2023-01-06,73.7699966430664,75.47000122070312,73.23999786376953,73.97000122070312,258128,0.0013573839637102125,0.023029939291609732,0.024030099058807288,-1.1508662758677168,-1.1402811456567417,-1,-0.4342173843090937,0.01825772126121472,3.6515442522429444e-06,-0.41595966304787896,3.277500833385161e-06,-0.0005678944770048795,1.1205402838505905
2023-01-09,74.62999725341797,76.73999786376953,73.47000122070312,73.47000122070312,329290,0.011657864301019893,0.02303211653823015,0.023952348516128853,-0.7038336747461185,-0.665511537992549,-1,-0.4341763373505589,4.104695853479612e-05,8.209391706959224e-09,-0.4342173843090937,3.6515442522429444e-06,-0.005065698887671461,1.1148639641810973
2023-01-10,75.12000274658203,75.91999816894531,73.83999633789062,74.86000061035156,307430,0.0065657980865276855,0.022961458553903694,0.023787499829123194,-0.6253876764644536,-0.5806008775880379,-1,-0.43551240338344677,0.0013360660328878837,2.6721320657757674e-07,-0.4341763373505589,8.209391706959224e-09,-0.0028507223743836053,1.1116857965340123
2023-01-11,77.41000366210938,77.83999633789062,74.30999755859375,74.77999877929688,350891,0.030484569113404802,0.022974019967429996,0.023668935344300774,-0.4576190859540772,-0.3955479076445119,-1,-0.4352742799987501,0.0002381233846966424,4.7624676939328483e-08,-0.43551240338344677,2.6721320657757674e-07,-0.013276675173894291,1.0969263053179983
2023-01-12,78.38999938964844,79.16000366210938,77.0999984741211,77.69999694824219,307705,0.01265980727525462,0.022236661148418962,0.023737125915547733,-0.3292805919115305,-0.2626086518643565,-1,-0.4497078016009164,0.014433521602166266,2.8867043204332534e-06,-0.4352742799987501,4.7624676939328483e-08,-0.005510536121336332,1.0908816532900993
2023-01-13,79.86000061035156,80.11000061035156,77.97000122070312,78.31999969482422,283539,0.018752407604907262,0.0219526629383801,0.023550671182392513,0.1640061097452279,0.23495332377634703,0,0.0,0.4497078016009164,8.994156032018329e-05,-0.4497078016009164,2.8867043204332534e-06,-0.008435990703047583,1.0816789858048188
2023-01-17,80.18000030517578,81.2300033569336,78.52999877929688,80.0999984741211,312275,0.004007008419465663,0.02160397364503736,0.023156921812066675,-0.2200532499782004,-0.16831786825312578,0,0.0,0.0,0.0,0.0,8.994156032018329e-05,-8.994156032018329e-05,1.08158169790907
2023-01-18,79.4800033569336,82.37999725341797,78.94000244140625,80.97000122070312,92549,-0.008730318602867326,0.02090589780113078,0.02316609827623505,-0.2403769323946151,-0.20481500323280613,0,0.0,0.0,0.0,0.0,0.0,-0.0,1.08158169790907
2023-01-19,80.33000183105469,81.18000030517578,78.12999725341797,79.13999938964844,58863,0.010694494693261003,0.02087926314491007,0.023178466328489238,-0.2890085413614621,-0.2679574571581882,0,0.0,0.0,0.0,0.0,0.0,0.0,1.08158169790907
2023-01-20,81.30999755859375,81.63999938964844,79.69000244140625,80.5999984741211,300145,0.012199622870669558,0.020883970280075048,0.023227742222712577,0.109065061806813,0.13424877068262658,0,0.0,0.0,0.0,0.0,0.0,0.0,1.08158169790907
2023-01-23,81.62000274658203,82.63999938964844,81.05000305175781,81.79000091552734,297076,0.0038126330992063195,0.02005964724895373,0.023203970952411362,1.7186698027807266,1.8114347330508098,0,0.0,0.0,0.0,0.0,0.0,0.0,1.08158169790907
2023-01-24,80.12999725341797,82.22000122070312,79.66000366210938,81.62000274658203,288207,-0.018255396263466284,0.02038405981224181,0.022960954080642575,0.8670293258202928,0.8596396090079341,1,0.490579408229288,0.490579408229288,9.811588164585762e-05,0.0,0.0,-0.0,1.08158169790907
2023-01-25,80.1500015258789,81.2300033569336,79.44999694824219,80.26000213623047,297234,0.0002496477367603944,0.019572358277105593,0.02288341094134015,0.3261861166459757,0.2802727053916349,1,0.510924634549395,0.020345226320106935,4.069045264021387e-06,0.490579408229288,9.811588164585762e-05,2.4356157319837762e-05,1.0816080410830586
2023-01-26,81.01000213623047,82.13999938964844,79.91999816894531,80.4800033569336,291060,0.010729888883082461,0.019694964088945197,0.022884069308376873,-0.6018554676429115,-0.6802587158582188,1,0.507744007800096,0.003180626749298976,6.361253498597952e-07,0.510924634549395,4.069045264021387e-06,0.0054780955110805005,1.0875331932376642
2023-01-27,79.68000030517578,82.4800033569336,79.04000091552734,81.22000122070312,367588,-0.016417748376528762,0.019990548804505442,0.022893093525726847,0.1366601881610087,0.0928864201609885,1,0.5002363915965236,0.007507616203572431,1.5015232407144864e-06,0.507744007800096,6.361253498597952e-07,-0.008336649485102092,1.0784668102022281
2023-01-30,77.9000015258789,80.48999786376953,77.66000366210938,80.04000091552734,327426,-0.022339342024089492,0.020554316166170306,0.022863363147978336,-1.9061242507017488,-1.991055543393271,1,0.48651582077241184,0.01372057082411171,2.744114164822342e-06,0.5002363915965236,1.5015232407144864e-06,-0.01117645336801182,1.0664133761890544
2023-01-31,78.87000274658203,79.25,76.55000305175781,77.91000366210938,312734,0.012451876786945704,0.020041290044329446,0.022787501265244356,-1.6784939480576098,-1.6688039149420617,1,0.4989698755859,0.012454054813488158,2.4908109626976317e-06,0.48651582077241184,2.744114164822342e-06,0.006055290940993009,1.0728708194452456
2023-02-01,76.41000366210938,79.7300033569336,76.05000305175781,79.05999755859375,360859,-0.031190554061179654,0.019095757443395537,0.02297520380914781,-1.4493902422867069,-1.378170052868588,1,0.5236765302262782,0.024706654640378245,4.941330928075649e-06,0.4989698755859,2.4908109626976317e-06,-0.015565637690324798,1.056170900981239
